1,0.001
2,0.001
3,0.0
4,0.0
5,0.0
6,0.116
7,0.109
8,0.807
9,0.808
10,0.825
11,0.834
12,0.831
13,0.828
14,0.823
15,0.82
16,0.823
17,0.999
18,0.999
19,0.999
20,0.999
21,1.0
22,0.998
23,1.0
24,1.0
25,1.0
26,1.0
27,0.999
28,1.0
29,0.998
30,1.0
31,0.999
32,1.0
33,0.998
34,1.0
35,0.999
36,1.0
37,0.999
38,0.999
39,0.999
40,0.999
41,0.999
42,0.998
43,1.0
44,1.0
45,1.0
46,0.999
47,1.0
48,1.0
49,1.0
50,1.0
51,1.0
52,1.0
53,1.0
54,1.0
55,1.0
56,1.0
57,1.0
58,1.0
59,1.0
60,1.0
61,1.0
62,1.0
63,1.0
64,1.0
65,1.0
66,1.0
67,1.0
68,1.0
69,1.0
70,1.0
71,1.0
72,1.0
73,1.0
74,1.0
75,1.0
76,1.0
77,1.0
78,1.0
79,1.0
80,1.0
