0.42261974356,0.001
0.809735375502,0.001
1.196851007444,0.0
1.585733400886,0.0
1.972849032828,0.005
2.35996466477,0.002
2.7470802967120003,0.001
3.1453421151770002,0.002
3.5324577471190004,0.002
3.9933096899070004,0.001
4.415929433467,0.002
4.804811826909,0.0
5.1936942203509995,0.183
5.616313963911,0.999
6.014575782375999,1.0
6.403458175817999,1.0
6.826077919377999,1.0
7.224339737843,1.0
7.611455369784999,1.0
8.072307312572999,1.0
8.470569131038,1.0
8.859451524479999,1.0
9.246567156422,1.0
9.669186899982,1.0
