0.42261974356,0.0
0.820881562025,0.0
1.207997193967,0.0
1.606259012432,0.0
1.995141405874,0.0
2.393403224339,0.0
2.791665042804,0.0
3.323473245254,0.0
3.7105888771960003,0.091
4.381542538679001,0.315
4.913350741129,0.475
5.311612559594,0.475
5.709874378059,0.471
6.170726320847001,0.485
6.593346064407001,0.451
7.0541980071950015,0.448
7.441313639137001,0.466
7.973121841587001,0.464
8.504930044037001,0.668
8.965781986825002,0.654
9.352897618767003,0.656
9.751159437232003,0.686
10.212011380020003,0.674
10.610273198485004,0.681
10.999155591927003,0.664
11.530963794377003,0.714
12.062771996827003,0.702
12.449887628769003,0.727
12.910739571557004,0.98
13.581693233040005,0.99
14.042545175828005,0.982
14.440806994293006,0.983
14.827922626235006,0.998
15.498876287718007,0.993
15.897138106183007,0.996
16.357990048971008,0.99
16.818841991759008,0.993
17.241461735319007,0.993
17.639723553784005,0.992
18.062343297344004,1.0
18.523195240132004,1.0
18.921457058597003,1.0
19.344076802157,1.0
19.766696545717,1.0
20.298504748167,1.0
20.759356690955002,1.0
21.15761850942,1.0
21.555880327885,1.0
21.978500071444998,1.0
22.439352014233,1.0
22.900203957021,1.0
23.322823700580997,1.0
23.709939332522996,1.0
24.098821725964996,1.0
24.487704119406995,1.0
24.885965937871994,1.0
25.308585681431992,1.0
25.69570131337399,1.0
26.366654974856992,1.0
26.75377060679899,1.0
27.14088623874099,1.0
27.81183990022399,1.0
28.48279356170699,1.0
29.153747223189992,1.0
29.57636696674999,1.0
30.24732062823299,1.0
30.63443626017499,1.0
31.02155189211699,1.0
31.55336009456699,1.0
31.95162191303199,1.0
32.34988373149699,1.0
32.772503475056986,1.0
33.23335541784498,1.0
33.622237811286986,1.0
34.00935344322899,1.0
34.40761526169399,1.0
34.796497655135994,1.0
